game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It
final fantasy tactics a2: grimoire of the rift,120.0,47.0,Square Enix,ds,1.0,2604.0,2007,Role-Playing,Square,0.42,0.03,0.3,0.04,0.79,80,15.53,68.54,1.36,13.9,0.68,0.11,44.87,0.11,2.79,0.22,7.14,0.22,18.75,25.0,0.78,26.15,16.03,7.78,27.63,22.4
final fantasy tactics advance,195.0,44.0,Square Enix,game-boy-advance,1.0,771.0,2003,Role-Playing,Square,0.82,0.37,0.89,0.05,2.13,87,15.12,65.56,2.27,16.39,0.66,0.16,33.71,0.08,2.31,0.16,8.61,0.24,23.19,30.92,0.64,38.59,28.2,9.33,15.25,8.63
final fantasy type-0,522.0,77.0,HexaDrive,"playstation-4, xbox-one, pc",3.0,3792.67,2015,Role-Playing,Square,0.52,0.39,0.96,0.16,2.03,72,6.48,68.77,1.46,21.74,1.55,0.15,26.33,0.59,2.07,0.44,7.69,0.3,28.55,33.14,0.74,29.71,21.9,14.23,24.48,9.69
final fantasy x,1910.0,53.0,SquareSoft,playstation-2,1.0,87.0,2001,Role-Playing,Sony,2.91,2.07,2.73,0.33,8.040000000000001,92,10.21,70.33,0.97,17.31,1.18,0.07,52.4,0.03,0.56,0.0,3.56,0.1,17.51,25.46,0.31,41.82,37.39,6.52,8.73,5.55
final fantasy x-2,517.0,45.0,SquareSoft,playstation-2,1.0,175.0,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.279999999999999,85,17.09,67.29,2.12,12.59,0.92,0.17,31.23,0.21,2.32,0.09,8.51,0.47,26.59,29.55,0.86,37.3,25.48,9.56,14.92,12.74
final fantasy xi,51.0,49.0,SquareSoft,"xbox-360, pc, playstation-2",3.0,6705.0,2002,Role-Playing,Unknown,0.25,0.0699999999999999,0.15,0.03,0.5,85,0.0,23.25,1.27,57.01,18.47,0.56,95.0,0.0,0.56,1.11,0.56,0.0,1.11,1.11,0.0,19.35,12.62,9.26,38.29,20.48
final fantasy xi: chains of promathia,15.0,13.0,Square Enix,"pc, playstation-2",2.0,6756.0,2004,Role-Playing,Square,0.12,0.09,0.0,0.03,0.24,73,0.0,23.25,1.27,57.01,18.47,0.56,95.0,0.0,0.56,1.11,0.56,0.0,1.11,1.11,0.0,19.35,12.62,9.26,38.29,20.48
final fantasy xi: treasures of aht urhgan,22.0,7.0,Square Enix,"pc, playstation-2",2.0,7092.0,2006,Role-Playing,Square,0.06,0.05,0.1,0.02,0.23,83,0.0,23.25,1.27,57.01,18.47,0.56,95.0,0.0,0.56,1.11,0.56,0.0,1.11,1.11,0.0,19.35,12.62,9.26,38.29,20.48
final fantasy xii,1238.0,64.0,Square Enix,playstation-2,1.0,148.0,2006,Role-Playing,Square,1.88,0.0,2.33,1.74,5.95,92,6.03,65.11,1.37,25.83,1.67,0.11,66.01,0.06,0.65,0.03,2.65,0.11,11.12,18.9,0.37,35.74,21.18,11.25,19.8,12.03
final fantasy xii: revenant wings,64.0,44.0,Think and Feel,ds,1.0,1392.0,2007,Role-Playing,Square,0.34,0.42,0.54,0.1,1.4,81,9.18,57.25,0.72,30.42,2.44,0.26,12.92,0.0,4.91,0.26,21.96,0.26,47.8,9.82,1.81,25.84,15.07,12.98,24.18,21.93
final fantasy xiii,1901.0,83.0,Square Enix,"playstation-3, xbox-360, pc",3.0,462.0,2009,Role-Playing,Square,3.01,1.92,1.88,0.72,7.529999999999999,83,14.31,56.29,3.98,23.6,1.82,0.12,37.16,0.12,1.22,0.02,5.02,0.12,22.86,32.87,0.47,38.07,19.64,12.4,15.44,14.46
final fantasy xiii-2,894.0,53.0,Square Enix,"playstation-3, xbox-360, pc",3.0,1667.0,2011,Role-Playing,Square,1.14,1.05,0.91,0.32,3.4200000000000004,79,21.63,64.63,2.58,10.49,0.68,0.22,24.88,0.13,2.04,0.09,9.57,0.09,30.49,31.88,0.61,34.26,32.94,12.62,12.8,7.38
final fantasy xiv: heavensward,458.0,20.0,Square Enix,"playstation-4, pc",2.0,13547.67,2015,Action,Square,0.02,0.06,0.0699999999999999,0.01,0.16,86,9.47,74.66,2.23,11.88,1.76,0.51,94.07,0.08,0.85,0.0,1.02,0.25,1.35,1.69,0.17,42.62,15.4,15.97,22.65,3.36
final fantasy: the 4 heroes of light,59.0,49.0,Matrix Software,ds,1.0,3396.0,2009,Role-Playing,Square,0.23,0.11,0.23,0.03,0.6000000000000001,71,6.52,51.29,0.51,37.74,3.95,0.39,12.84,0.0,3.89,0.0,13.23,0.39,50.58,17.51,1.17,23.37,10.23,18.17,26.63,21.6
final fight one,11.0,16.0,Sun-Tec,game-boy-advance,1.0,7475.0,2001,Fighting,Ubisoft,0.09,0.03,0.08,0.0,0.2,82,4.16,45.32,0.21,43.45,6.86,1.75,2.8,13.29,11.19,21.33,5.59,21.68,2.1,1.05,19.23,41.55,20.13,11.48,17.94,8.9
final fight: streetwise,28.0,36.0,Capcom,"xbox-360, wii-u",2.0,14282.0,2006,Action,Capcom,0.04,0.02,0.0,0.01,0.0699999999999999,43,9.46,54.05,1.35,25.68,9.46,0.0,5.13,2.56,25.64,2.56,38.46,7.69,2.56,0.0,15.38,34.33,26.12,9.7,16.42,13.43
fire emblem,278.0,31.0,Intelligent Systems,game-boy-advance,1.0,2135.0,2003,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88,2.64,37.24,0.24,55.3,4.59,0.21,10.73,0.0,5.64,0.14,25.3,0.63,47.67,8.36,1.32,43.51,27.13,10.7,12.66,6.01
fire emblem: awakening,1716.0,72.0,Intelligent Systems,3ds,1.0,849.0,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0,92,7.5,59.48,0.94,29.81,2.28,0.22,32.52,0.12,2.45,0.12,10.1,0.3,27.2,26.17,0.81,45.48,26.56,14.74,10.44,2.77
fire emblem: path of radiance,258.0,42.0,Intelligent Systems,gamecube,1.0,3725.0,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85,6.93,58.47,0.6,31.73,2.27,0.09,16.11,0.0,3.72,0.18,16.81,0.27,43.63,18.5,0.71,40.42,32.81,6.88,11.61,8.28
fire emblem: radiant dawn,262.0,36.0,Intelligent Systems,wii,1.0,3904.0,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.5100000000000001,78,2.21,31.41,0.34,58.32,7.72,0.12,17.02,0.0,2.14,0.12,10.0,0.48,37.14,32.26,0.71,39.09,25.15,6.11,16.71,12.94
fire emblem: shadow dragon,155.0,42.0,Intelligent Systems,ds,1.0,3116.0,2008,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.64,81,8.0,50.17,1.29,36.14,4.39,0.28,5.81,0.28,11.07,0.28,34.99,1.38,37.21,6.22,2.49,33.37,15.37,8.98,19.24,23.04
fire emblem: the sacred stones,237.0,38.0,Intelligent Systems,game-boy-advance,1.0,2337.0,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.8999999999999999,85,18.93,54.21,1.89,23.08,1.89,0.0,13.16,0.0,6.07,0.39,26.64,0.55,41.28,10.36,1.56,39.63,31.68,9.17,12.72,6.8
fire pro wrestling returns,11.0,12.0,S-Neo,playstation-2,1.0,11182.0,2005,Sports,505 Games,0.04,0.03,0.0,0.01,0.08,78,0.8,59.2,2.4,33.6,4.0,4.69,48.44,3.13,6.25,3.13,3.13,3.13,12.5,9.38,6.25,18.36,20.06,1.69,40.4,19.49
fishing resort,13.0,9.0,Prope,wii,1.0,4662.0,2011,Sports,Namco Bandai Games,0.16,0.0,0.25,0.01,0.42,69,10.91,80.0,1.82,3.64,3.64,3.45,72.41,0.0,0.0,3.45,0.0,0.0,10.34,10.34,0.0,32.26,20.97,19.35,22.58,4.84
fist of the north star: ken's rage,29.0,38.0,Koei,"playstation-3, xbox-360",2.0,5892.0,2010,Action,Ubisoft,0.13,0.05,0.6100000000000001,0.03,0.8200000000000001,59,12.09,67.58,1.65,17.03,1.65,0.0,18.03,0.0,9.02,0.0,13.93,2.46,33.61,17.21,5.74,26.97,32.58,7.58,15.17,17.7
fist of the north star: ken's rage 2,23.0,19.0,Omega Force,"playstation-3, xbox-360, wii-u",3.0,11217.0,2012,Fighting,Tecmo Koei,0.03,0.01,0.3399999999999999,0.0,0.3799999999999999,49,18.29,62.2,2.44,8.54,8.54,0.0,35.42,0.0,10.42,0.0,12.5,2.08,12.5,27.08,0.0,37.61,22.94,11.01,21.1,7.34
flatout,23.0,39.0,Bugbear,"pc, playstation-2, xbox",3.0,6738.5,2004,Racing,Empire Interactive,0.31,0.19,0.0,0.06,0.56,71,4.43,57.59,0.63,33.54,3.8,0.0,0.96,0.0,25.96,1.92,33.65,6.73,8.65,0.96,21.15,33.33,21.9,7.62,25.71,11.43
flatout 2,78.0,44.0,Bugbear,"pc, playstation-2, xbox",3.0,11076.5,2006,Racing,Empire Interactive,0.11,0.0699999999999999,0.0,0.02,0.1999999999999999,73,11.06,72.12,1.92,13.46,1.44,0.0,3.55,1.42,17.73,0.71,50.35,0.71,13.48,6.38,5.67,33.96,28.36,9.7,22.76,5.22
flatout: head on,39.0,28.0,Bugbear,psp,1.0,5991.0,2008,Racing,Empire Interactive,0.13,0.11,0.0,0.06,0.3,74,5.0,57.5,0.0,25.0,12.5,0.0,6.25,0.0,6.25,6.25,25.0,0.0,31.25,18.75,6.25,20.78,11.69,15.58,31.17,20.78
flatout: ultimate carnage,50.0,44.0,Bugbear,"xbox-360, pc",2.0,13224.0,2007,Racing,Empire Interactive,0.07,0.04,0.0,0.01,0.12,80,7.45,75.53,1.06,11.7,4.26,0.0,7.81,1.56,23.44,0.0,35.94,3.13,20.31,3.13,4.69,27.7,23.65,8.11,23.65,16.89
flingsmash,27.0,26.0,Artoon,wii,1.0,4130.0,2010,Action,Nintendo,0.38,0.01,0.07,0.02,0.48,48,50.0,35.0,12.5,2.5,0.0,5.26,0.0,0.0,10.53,10.53,15.79,36.84,0.0,0.0,21.05,26.58,2.53,16.46,25.32,29.11
folklore,132.0,55.0,JapanStudio,playstation-3,1.0,5555.0,2007,Role-Playing,Sony,0.2,0.05,0.05,0.03,0.3299999999999999,75,13.71,73.42,0.84,11.6,0.42,0.0,3.24,0.0,12.96,0.0,34.26,1.39,39.81,5.09,3.24,20.97,12.22,13.5,27.75,25.57
football manager 2010,117.0,33.0,Sports Interactive,pc,1.0,11957.0,2009,Sports,Sega,0.0,0.06,0.0,0.01,0.0699999999999999,87,2.38,66.67,0.0,28.57,2.38,0.0,69.23,0.0,7.69,0.0,0.0,0.0,7.69,15.38,0.0,24.21,21.05,7.37,29.47,17.89
football manager 2011,99.0,23.0,Sports Interactive,"pc, psp",2.0,1573.0,2010,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85,4.44,66.67,0.0,24.44,4.44,0.0,77.42,0.0,3.23,0.0,6.45,0.0,9.68,3.23,0.0,24.14,27.59,9.2,29.89,9.2
football manager 2012,202.0,45.0,Sports Interactive,pc,1.0,5239.5,2011,Sports,Sega,0.02,1.26,0.0,0.38,1.66,84,5.17,58.62,1.72,31.03,3.45,0.0,72.41,0.0,3.45,0.0,3.45,0.0,6.9,10.34,3.45,31.08,27.03,17.57,24.32,0.0
football manager 2013,274.0,37.0,Sports Interactive,pc,1.0,1736.0,2012,Sports,Sega,0.0,0.95,0.0,0.22,1.17,86,2.44,70.73,0.0,26.83,0.0,0.0,79.17,0.0,8.33,0.0,0.0,0.0,12.5,0.0,0.0,28.81,25.42,10.17,30.51,5.08
football manager 2014,305.0,41.0,Sports Interactive,pc,1.0,6082.0,2013,Sports,Sega,0.0,0.7,0.0,0.14,0.84,85,2.63,63.16,0.0,34.21,0.0,0.0,88.46,0.0,7.69,0.0,0.0,0.0,3.85,0.0,0.0,38.46,28.85,11.54,15.38,5.77
football manager 2015,183.0,36.0,Sports Interactive,pc,1.0,4124.0,2014,Simulation,Sega,0.0,0.43,0.0,0.05,0.48,80,6.25,43.75,0.0,43.75,6.25,4.0,88.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,44.9,16.33,4.08,30.61,4.08
football manager 2016,150.0,36.0,Sports Interactive,pc,1.0,5761.0,2015,Simulation,Sega,0.0,0.29,0.0,0.02,0.31,81,4.35,52.17,0.0,34.78,8.7,0.0,94.74,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,44.83,27.59,0.0,24.14,3.45
ford mustang: the legend lives,0.0,13.0,Eutechnyx,"playstation-2, xbox",2.0,8459.0,2005,Racing,Take-Two Interactive,0.21,0.13,0.0,0.04,0.38,55,8.0,52.0,0.0,32.0,8.0,0.0,20.0,0.0,33.33,0.0,20.0,6.67,13.33,6.67,0.0,23.08,17.95,12.82,20.51,25.64
ford racing 2,0.0,11.0,Razorworks,"pc, playstation-2",2.0,5465.0,2003,Racing,Empire Interactive,0.6,0.41,0.0,0.14,1.15,62,13.95,58.14,4.65,13.95,9.3,0.0,18.18,0.0,36.36,0.0,18.18,9.09,9.09,4.55,4.55,24.44,7.78,15.56,22.22,30.0
ford racing 3,0.0,12.0,Razorworks,"pc, ds, playstation-2, game-boy-advance",4.0,10242.75,2004,Racing,Take-Two Interactive,0.33,0.14,0.0,0.04,0.51,58,12.07,63.79,3.45,17.24,3.45,0.0,10.0,0.0,10.0,0.0,23.33,0.0,20.0,20.0,16.67,19.33,15.13,11.76,24.37,29.41
forever kingdom,8.0,13.0,From Software,playstation-2,1.0,10867.0,2001,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64,4.44,37.78,0.0,35.56,22.22,0.0,9.09,4.55,13.64,0.0,36.36,0.0,18.18,13.64,4.55,21.52,13.92,7.59,35.44,21.52
forgotten realms: demon stone,15.0,40.0,Stormfront Studios,"pc, playstation-2, xbox",3.0,9442.5,2004,Action,Atari,0.16,0.1,0.0,0.03,0.29,71,10.81,64.86,2.7,20.27,1.35,0.0,0.0,0.0,25.0,0.0,30.0,0.0,7.5,2.5,35.0,29.01,20.99,8.64,17.9,23.46
formula one 2001,6.0,18.0,Studio Liverpool,playstation-2,1.0,6604.0,2001,Racing,Sony,0.13,0.1,0.0,0.03,0.26,73,6.25,56.25,3.13,31.25,3.13,0.0,11.76,0.0,5.88,0.0,23.53,5.88,17.65,17.65,17.65,21.15,15.38,11.54,28.85,23.08
fortune street,38.0,42.0,Marvelous AQL,wii,1.0,3982.0,2011,Misc,Nintendo,0.27,0.04,0.17,0.02,0.5,68,5.66,55.19,0.0,32.08,7.08,0.0,24.14,1.15,2.3,1.15,14.94,6.9,35.63,12.64,1.15,24.17,10.93,20.2,34.44,10.26
forza horizon,700.0,83.0,Playground Games,xbox-360,1.0,845.0,2012,Racing,Microsoft,0.82,0.98,0.04,0.18,2.02,85,15.24,75.61,0.41,7.11,1.63,0.0,13.67,0.0,11.87,0.36,19.42,0.72,38.13,13.67,2.16,33.81,22.06,19.05,20.32,4.76
forza horizon 2,1258.0,85.0,Playground Games,xbox-one,1.0,1923.5,2014,Racing,Microsoft,0.85,1.21,0.01,0.16,2.23,86,8.92,81.45,2.65,6.51,0.48,1.36,33.03,0.0,2.71,0.0,13.12,0.45,25.34,22.62,1.36,38.59,14.34,21.82,21.62,3.64
forza horizon 3,1382.0,94.0,Playground Games,"xbox-one, pc",2.0,5017.0,2016,Racing,Microsoft,0.15,0.2,0.0,0.03,0.38,91,8.33,80.13,3.85,5.77,1.92,1.11,62.78,0.56,2.22,0.56,3.89,0.0,13.89,14.44,0.56,36.9,16.34,19.72,22.82,4.23
forza motorsport,1044.0,79.0,Turn 10,"pc, xbox-series-x",2.0,1984.0,2005,Racing,Microsoft,0.52,0.51,0.0,0.02,1.05,84,13.89,44.44,13.89,22.22,5.56,0.0,17.86,3.57,3.57,25.0,14.29,7.14,21.43,3.57,3.57,25.81,16.13,3.23,48.39,6.45
forza motorsport 2,210.0,66.0,Turn 10,xbox-360,1.0,292.0,2007,Racing,Microsoft,2.35,1.28,0.03,0.41,4.069999999999999,90,8.9,66.75,2.36,19.9,2.09,0.0,33.33,0.58,6.43,1.75,8.19,1.75,22.22,20.47,5.26,14.35,10.83,10.09,39.4,25.32
forza motorsport 3,467.0,90.0,Turn 10,xbox-360,1.0,161.0,2009,Racing,Microsoft,2.99,1.92,0.1,0.51,5.52,92,11.58,70.36,1.36,15.33,1.36,0.0,52.17,0.0,4.35,1.74,8.7,0.43,17.39,14.78,0.43,18.56,10.26,20.67,31.79,18.72
forza motorsport 4,767.0,83.0,Turn 10,xbox-360,1.0,229.0,2011,Racing,Microsoft,2.08,2.04,0.06,0.47,4.65,91,9.25,74.54,1.85,13.37,1.0,1.23,46.5,0.0,3.29,0.0,10.7,0.41,20.99,16.46,0.41,23.4,8.94,33.51,26.81,7.34
forza motorsport 5,1177.0,76.0,Turn 10,xbox-one,1.0,750.0,2013,Racing,Microsoft,1.21,0.78,0.01,0.17,2.17,79,8.58,73.55,2.09,15.08,0.7,2.53,36.71,1.27,5.7,1.27,8.23,1.9,18.35,22.15,1.9,20.49,9.01,23.67,41.34,5.48
forza motorsport 6,945.0,86.0,Turn 10,xbox-one,1.0,1020.0,2015,Racing,Microsoft,0.69,0.89,0.03,0.14,1.75,87,6.87,79.83,1.29,10.73,1.29,0.0,57.39,0.0,2.61,0.87,3.48,0.87,11.3,21.74,1.74,34.98,7.07,18.73,32.86,6.36
fossil fighters,21.0,17.0,RED Entertainment,ds,1.0,2320.0,2008,Role-Playing,Nintendo,0.84,0.0,0.0,0.06,0.8999999999999999,70,21.36,65.05,1.94,11.17,0.49,0.0,18.38,0.0,5.15,0.0,22.06,2.21,36.03,10.29,5.88,39.59,25.13,5.84,17.51,11.93
fossil fighters: champions,19.0,8.0,Artdink,ds,1.0,2990.0,2010,Role-Playing,Nintendo,0.32,0.0,0.34,0.02,0.68,68,22.09,69.77,1.74,5.81,0.58,0.0,12.61,0.0,8.11,0.9,24.32,2.7,37.84,9.01,4.5,42.72,29.61,11.65,12.14,3.88
fossil fighters: frontier,33.0,25.0,Spike Chunsoft,3ds,1.0,5289.0,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57,35.21,50.0,3.52,7.04,4.23,3.7,27.16,0.0,6.17,0.0,19.75,1.23,23.46,17.28,1.23,33.92,19.3,21.05,19.3,6.43
fragile dreams: farewell ruins of the moon,47.0,41.0,Tri-Crescendo,wii,1.0,4993.0,2009,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38,67,21.0,65.83,4.08,9.09,0.0,0.0,2.38,0.0,29.52,0.0,49.05,0.0,13.81,1.9,3.33,36.21,20.34,10.52,17.41,15.52
freaky flyers,0.0,22.0,Midway,"playstation-2, xbox, gamecube",3.0,13775.67,2003,Racing,Midway Games,0.08,0.05,0.0,0.01,0.14,64,0.0,27.27,0.0,54.55,18.18,0.0,7.14,0.0,35.71,7.14,14.29,0.0,14.29,21.43,0.0,31.03,10.34,6.9,27.59,24.14
freedom fighters,48.0,26.0,Io Interactive,"pc, playstation-2, xbox, gamecube",4.0,6861.33,2003,Shooter,Electronic Arts,0.52,0.28,0.0,0.08,0.88,81,3.7,72.22,0.93,19.44,3.7,0.0,1.3,0.0,35.06,0.0,29.87,1.3,11.69,1.3,19.48,37.4,28.05,4.88,13.82,15.85
freedom wars,302.0,39.0,Dimps Corporation,playstation-vita,1.0,2669.0,2014,Role-Playing,Sony,0.22,0.14,0.32,0.1,0.7799999999999999,73,1.57,23.09,0.59,65.26,9.49,0.36,45.13,0.36,2.17,0.18,3.79,0.36,19.49,27.44,0.72,35.09,18.82,19.76,22.66,3.66
freekstyle,24.0,25.0,Page 44 Studios,"playstation-2, gamecube",2.0,9683.67,2002,Racing,Electronic Arts,0.6,0.43,0.0,0.14,1.17,81,3.03,33.33,0.0,48.48,15.15,0.0,5.26,0.0,5.26,0.0,21.05,0.0,47.37,10.53,10.53,32.14,3.57,10.71,32.14,21.43
freelancer,236.0,39.0,Digital Anvil,pc,1.0,13181.0,2003,Simulation,Microsoft,0.02,0.02,0.0,0.01,0.05,85,6.08,68.92,1.35,19.59,4.05,0.0,25.0,0.0,6.25,0.0,15.63,0.0,33.33,18.75,1.04,38.43,32.09,7.46,14.55,7.46
frequency,9.0,26.0,Harmonix Music Systems,playstation-2,1.0,7844.0,2001,Misc,Sony,0.09,0.07,0.0,0.02,0.18,83,1.54,26.15,0.0,69.23,3.08,0.0,15.15,0.0,21.21,3.03,12.12,9.09,24.24,6.06,9.09,26.95,19.16,10.78,22.75,20.36
frogger 3d,11.0,11.0,Alpha Unit,3ds,1.0,7513.0,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.2,54,4.76,47.62,0.0,40.48,7.14,5.88,5.88,0.0,29.41,0.0,41.18,5.88,5.88,0.0,5.88,33.33,3.51,19.3,33.33,10.53
frogger advance: the great quest,4.0,9.0,Vicarious Visions,xbox-series-x,1.0,12226.0,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55,31.58,52.63,5.26,0.0,10.53,7.69,7.69,23.08,30.77,7.69,0.0,7.69,0.0,0.0,15.38,34.78,13.04,8.7,26.09,17.39
from russia with love,18.0,34.0,EA Redwood Shores,"playstation-2, xbox, psp, gamecube",4.0,7747.75,2005,Action,Electronic Arts,0.73,0.1,0.0,0.09,0.92,71,9.52,71.43,0.68,10.2,8.16,1.1,15.38,1.1,34.07,0.0,27.47,1.1,2.2,1.1,16.48,43.19,21.79,6.61,15.18,13.23
from the abyss,5.0,9.0,Sonic Powered,wii,1.0,12369.0,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59,35.53,52.63,5.26,6.58,0.0,0.0,6.52,2.17,34.78,0.0,32.61,4.35,2.17,0.0,17.39,32.1,17.28,9.88,19.75,20.99
front mission 4,32.0,39.0,Square Enix,playstation-2,1.0,3707.0,2003,Strategy,Square,0.14,0.11,0.25,0.04,0.54,75,3.28,61.68,0.73,31.39,2.92,0.63,10.76,0.0,1.9,0.0,10.13,1.27,43.67,30.38,1.27,29.98,20.44,12.95,22.83,13.8
front mission evolved,34.0,52.0,Double Helix Games,"playstation-3, xbox-360, pc",3.0,8810.67,2010,Shooter,Square,0.24,0.14,0.13,0.05,0.56,58,18.07,48.19,4.82,27.71,1.2,0.0,5.88,0.0,35.29,1.96,31.37,3.92,7.84,1.96,11.76,42.6,8.28,7.1,18.93,23.08
frontlines: fuel of war,35.0,55.0,Kaos Studios,"xbox-360, pc",2.0,9353.5,2008,Shooter,THQ,0.34,0.1699999999999999,0.01,0.05,0.5700000000000001,75,16.13,61.29,4.84,16.13,1.61,0.0,0.0,0.0,12.5,3.13,12.5,15.63,3.13,6.25,46.88,36.64,12.07,2.16,18.97,30.17
fugitive hunter: war on terror,7.0,15.0,Black Ops Entertainment,playstation-2,1.0,8921.0,2003,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,35,55.56,16.67,11.11,16.67,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,0.0,0.0,40.0,26.67,16.67,13.33,16.67,26.67
full auto,13.0,63.0,Pseudo Interactive,xbox-360,1.0,7266.0,2006,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,70,12.5,72.5,5.0,10.0,0.0,0.0,0.0,7.14,42.86,7.14,35.71,0.0,0.0,0.0,7.14,18.57,14.29,7.86,30.71,28.57
full auto 2: battlelines,18.0,43.0,Pseudo Interactive,playstation-3,1.0,12210.5,2006,Racing,Sega,0.14,0.03,0.0,0.02,0.19,67,2.78,66.67,5.56,22.22,2.78,9.09,9.09,0.0,0.0,0.0,27.27,0.0,9.09,18.18,27.27,17.65,8.24,18.82,21.18,34.12
full spectrum warrior,13.0,67.0,Pandemic Studios,"pc, playstation-2, xbox",3.0,4370.5,2004,Strategy,THQ,0.6900000000000001,0.27,0.0,0.07,1.03,84,0.0,54.76,0.0,33.33,11.9,7.69,0.0,0.0,38.46,0.0,26.92,0.0,11.54,0.0,15.38,33.83,10.53,6.02,25.56,24.06
fullmetal alchemist 2: curse of the crimson elixir,16.0,21.0,Racjin,playstation-2,1.0,6335.0,2004,Role-Playing,Square,0.13,0.1,0.0,0.03,0.26,67,17.91,72.39,1.49,7.46,0.75,1.23,4.94,0.0,24.69,0.0,44.44,2.47,9.88,1.23,11.11,47.44,20.19,4.81,13.14,14.42
fullmetal alchemist and the broken angel,16.0,35.0,Racjin,playstation-2,1.0,3596.0,2003,Role-Playing,Square,0.15,0.12,0.26,0.04,0.5700000000000001,56,17.16,71.64,1.49,7.46,2.24,0.0,3.85,0.0,28.21,1.28,43.59,5.13,8.97,0.0,8.97,41.82,16.67,7.88,15.45,18.18
fullmetal alchemist: dual sympathy,7.0,15.0,Natsume,ds,1.0,11034.0,2005,Role-Playing,Empire Interactive,0.05,0.0,0.04,0.0,0.09,58,24.76,55.24,6.67,12.38,0.95,0.0,2.86,2.86,25.71,14.29,20.0,18.57,1.43,1.43,12.86,42.01,21.93,4.46,12.64,18.96
funky barn,20.0,10.0,Tantalus,"wii-u, 3ds",2.0,10129.0,2012,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,50,61.11,16.67,16.67,0.0,5.56,0.0,16.67,0.0,16.67,0.0,41.67,8.33,8.33,0.0,8.33,44.0,20.0,4.0,16.0,16.0
fur fighters: viggo's revenge,22.0,15.0,Bizarre Creations,playstation-2,1.0,9107.0,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,64,5.0,65.0,2.5,25.0,2.5,0.0,9.09,0.0,9.09,0.0,18.18,0.0,45.45,9.09,9.09,18.84,11.59,14.49,37.68,17.39
furu furu park,4.0,16.0,505 Games,ios-iphoneipad,1.0,13185.0,2007,Misc,Taito,0.05,0.0,0.0,0.0,0.05,43,26.67,26.67,46.67,0.0,0.0,9.09,0.0,9.09,18.18,9.09,36.36,0.0,0.0,0.0,18.18,24.14,13.79,0.0,31.03,31.03
futurama,22.0,22.0,Unique Development Studios,"playstation-2, xbox",2.0,12595.5,2003,Platform,SCi,0.07,0.04,0.0,0.01,0.12,59,15.87,44.44,1.59,30.16,7.94,0.0,0.0,0.0,37.93,3.45,20.69,3.45,0.0,0.0,34.48,31.37,13.07,11.11,24.18,20.26
future tactics: the uprising,7.0,25.0,Warthog,playstation-2,1.0,13929.67,2004,Strategy,Crave Entertainment,0.07,0.04,0.0,0.01,0.12,61,16.67,58.33,0.0,16.67,8.33,0.0,5.26,0.0,31.58,0.0,10.53,5.26,36.84,5.26,5.26,25.76,18.18,6.06,22.73,27.27
fuzion frenzy,23.0,28.0,Blitz Games,xbox,1.0,1654.0,2001,Misc,Microsoft,0.93,0.24,0.0,0.04,1.21,70,20.41,66.33,4.08,9.18,0.0,2.33,4.65,0.0,13.95,9.3,30.23,11.63,13.95,2.33,11.63,27.91,12.56,3.26,38.6,17.67
fuzion frenzy 2,18.0,47.0,Hudson Soft,xbox-360,1.0,8365.0,2007,Misc,Microsoft,0.14,0.01,0.0,0.01,0.16,49,40.91,27.27,22.73,4.55,4.55,0.0,12.5,0.0,6.25,18.75,12.5,18.75,18.75,0.0,12.5,21.92,21.92,3.42,15.07,37.67
